#,Region,Community,Slug,Community Source #1 (StatCan),Community Source #2 (BC Stats),Community Source #3 (List of BC Local Govts),Community Source #4 (Municipal search),Community Source #5 (Destination BC),ECCC Station (mapped),ECCC Historical Data,ECCC Normals 1981-2010,ECCC Normals 1991-2020,ECCC Weather Alerts,Your Verified Municipal URL,Your Notes
63,Vancouver Island & Gulf Islands,Echo Bay,echo-bay,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Echo+Bay%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Echo+Bay+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Echo+Bay,Victoria Intl A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Echo+Bay&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Echo+Bay&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Echo+Bay&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
64,Vancouver Island & Gulf Islands,Errington,errington,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Errington%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Errington+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Errington,Nanaimo A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Errington&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Errington&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Errington&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
65,Vancouver Island & Gulf Islands,Esquimalt,esquimalt,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Esquimalt%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Esquimalt+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Esquimalt,Victoria Intl A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Esquimalt&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Esquimalt&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Esquimalt&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
66,Vancouver Island & Gulf Islands,Ganges,ganges,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Ganges%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Ganges+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Ganges,Victoria Intl A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Ganges&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Ganges&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Ganges&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
67,Vancouver Island & Gulf Islands,Gold River,gold-river,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Gold+River%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Gold+River+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Gold+River,Campbell River A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Gold+River&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Gold+River&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Gold+River&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
68,Vancouver Island & Gulf Islands,Heriot Bay,heriot-bay,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Heriot+Bay%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Heriot+Bay+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Heriot+Bay,Victoria Intl A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Heriot+Bay&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Heriot+Bay&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Heriot+Bay&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
69,Vancouver Island & Gulf Islands,Highlands,highlands,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Highlands%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Highlands+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Highlands,Victoria Intl A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Highlands&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Highlands&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Highlands&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
70,Vancouver Island & Gulf Islands,Ladysmith,ladysmith,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Ladysmith%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Ladysmith+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Ladysmith,Nanaimo A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Ladysmith&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Ladysmith&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Ladysmith&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
71,Vancouver Island & Gulf Islands,Lake Cowichan,lake-cowichan,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Lake+Cowichan%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Lake+Cowichan+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Lake+Cowichan,Nanaimo A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Lake+Cowichan&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Lake+Cowichan&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Lake+Cowichan&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
72,Vancouver Island & Gulf Islands,Langford,langford,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Langford%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Langford+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Langford,Victoria Intl A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Langford&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Langford&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Langford&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
73,Vancouver Island & Gulf Islands,Lantzville,lantzville,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Lantzville%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Lantzville+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Lantzville,Nanaimo A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Lantzville&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Lantzville&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Lantzville&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
74,Vancouver Island & Gulf Islands,Metchosin,metchosin,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Metchosin%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Metchosin+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Metchosin,Victoria Intl A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Metchosin&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Metchosin&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Metchosin&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
75,Vancouver Island & Gulf Islands,Nanaimo,nanaimo,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Nanaimo%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Nanaimo+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Nanaimo,Nanaimo A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Nanaimo&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Nanaimo&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Nanaimo&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
76,Vancouver Island & Gulf Islands,Nanoose Bay,nanoose-bay,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Nanoose+Bay%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Nanoose+Bay+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Nanoose+Bay,Victoria Intl A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Nanoose+Bay&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Nanoose+Bay&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Nanoose+Bay&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
77,Vancouver Island & Gulf Islands,North Cowichan,north-cowichan,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=North+Cowichan%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=North+Cowichan+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=North+Cowichan,Nanaimo A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=North+Cowichan&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=North+Cowichan&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=North+Cowichan&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
78,Vancouver Island & Gulf Islands,North Saanich,north-saanich,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=North+Saanich%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=North+Saanich+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=North+Saanich,Victoria Intl A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=North+Saanich&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=North+Saanich&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=North+Saanich&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
79,Vancouver Island & Gulf Islands,Oak Bay,oak-bay,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Oak+Bay%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Oak+Bay+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Oak+Bay,Victoria Intl A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Oak+Bay&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Oak+Bay&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Oak+Bay&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
80,Vancouver Island & Gulf Islands,Parksville,parksville,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Parksville%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Parksville+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Parksville,Nanaimo A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Parksville&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Parksville&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Parksville&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
81,Vancouver Island & Gulf Islands,Port Alberni,port-alberni,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Port+Alberni%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Port+Alberni+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Port+Alberni,Tofino A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Port+Alberni&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Port+Alberni&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Port+Alberni&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
82,Vancouver Island & Gulf Islands,Port Alice,port-alice,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Port+Alice%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Port+Alice+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Port+Alice,Port Hardy A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Port+Alice&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Port+Alice&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Port+Alice&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
83,Vancouver Island & Gulf Islands,Port Hardy,port-hardy,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Port+Hardy%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Port+Hardy+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Port+Hardy,Port Hardy A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Port+Hardy&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Port+Hardy&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Port+Hardy&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
84,Vancouver Island & Gulf Islands,Port McNeill,port-mcneill,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Port+McNeill%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Port+McNeill+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Port+McNeill,Port Hardy A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Port+McNeill&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Port+McNeill&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Port+McNeill&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
85,Vancouver Island & Gulf Islands,Qualicum Beach,qualicum-beach,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Qualicum+Beach%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Qualicum+Beach+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Qualicum+Beach,Nanaimo A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Qualicum+Beach&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Qualicum+Beach&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Qualicum+Beach&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
86,Vancouver Island & Gulf Islands,Saanich,saanich,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Saanich%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Saanich+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Saanich,Victoria Intl A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Saanich&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Saanich&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Saanich&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
87,Vancouver Island & Gulf Islands,Sayward,sayward,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Sayward%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Sayward+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Sayward,Campbell River A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Sayward&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Sayward&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Sayward&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
88,Vancouver Island & Gulf Islands,Sidney,sidney,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Sidney%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Sidney+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Sidney,Victoria Intl A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Sidney&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Sidney&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Sidney&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
89,Vancouver Island & Gulf Islands,Sooke,sooke,https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/search/search.cfm?Lang=E&SearchText=Sooke%20British%20Columbia,https://www2.gov.bc.ca/gov/content/data/statistics/people-population-community,https://www2.gov.bc.ca/gov/content/governments/local-governments/facts-framework/systems/list-of-bc-local-governments,https://www.google.com/search?q=Sooke+British+Columbia+official+municipal+website,https://www.hellobc.com/search/?query=Sooke,Victoria Intl A,https://climate.weather.gc.ca/historical_data/search_historic_data_e.html?searchType=stnName&timeframe=1&txtStationName=Sooke&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1981_2010_e.html?searchType=stnName&txtStationName=Sooke&searchMethod=contains&province=BC&provBut=Search,https://climate.weather.gc.ca/climate_normals/results_1991_2020_e.html?searchType=stnName&txtStationName=Sooke&searchMethod=contains&province=BC&provBut=Search,https://weather.gc.ca/warnings/index_e.html?prov=bc,,
